seed	n_atoms	n_heavy_atoms	n_confs	smiles	mapped_smiles
135162741	48	24	50	C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(OO)[C@H]3CC[C@@]21C	[H:25][C:2]#[C:3][C@:19]1([C@@:22]2([C@:20]([C@:21]3([C@@:23]([C@:24]4([C:10](=[C:8]([C:7](=[O:1])[C:9](=[C:11]4[C:12]([C:15]3([H:37])[H:38])([H:31])[H:32])[H:29])[H:28])[H:30])[O:6][O:4][H:26])([C:18]([C:17]2([H:42])[H:43])([H:44])[H:45])[H:48])[H:47])([C:14]([C:13]1([H:33])[H:34])([H:35])[H:36])[H:46])[C:16]([H:39])([H:40])[H:41])[O:5][H:27]
135155996	26	14	50	CCOC1(O)C(C)(C)C(F)(F)C1(F)F	[H:19][C:8]([H:20])([H:21])[C:14]1([C:13]([C:11]([C:12]1([F:3])[F:4])([F:1])[F:2])([O:5][H:15])[O:6][C:10]([H:25])([H:26])[C:7]([H:16])([H:17])[H:18])[C:9]([H:22])([H:23])[H:24]
135093564	4	4	50	F/N=N\F	[N:3](=[N:4]\[F:2])\[F:1]
160854154	49	29	50	CNCCc1cn(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc12	[H:32][c:11]1[c:13]([c:17]([c:21]2[c:19]([c:15]1[H:36])[C:6](=[C:7]([N:24]2[H:41])[H:30])[C:5]3=[C:9]([C:4](=[O:2])[N:23]([C:3]3=[O:1])[H:40])[N:25]4[c:22]5[c:18]([c:14]([c:12]([c:16]([c:20]5[C:10](=[C:8]4[H:31])[C:28]([H:46])([H:47])[C:29]([H:48])([H:49])[N:26]([H:42])[C:27]([H:43])([H:44])[H:45])[H:37])[H:33])[H:35])[H:39])[H:38])[H:34]
104026166	38	17	5	CCCCCC(C)/N=C(/P(=O)(O)O)[PH](O)(O)O	[H:23][C:9]([H:24])([H:25])[C:11]([H:29])([H:30])[C:12]([H:31])([H:32])[C:13]([H:33])([H:34])[C:14]([H:35])([H:36])[C:15]([H:37])([C:10]([H:26])([H:27])[H:28])/[N:2]=[C:8](/[P:16](=[O:1])([O:3][H:18])[O:4][H:19])\[P:17]([H:38])([O:5][H:20])([O:6][H:21])[O:7][H:22]
311420982	37	25	50	O=S(=O)(c1ccc(F)c(F)c1)c1cc(Cl)c2oc3c(c2c1)CNCC3	[H:26][c:9]1[c:10]([c:19]([c:11]([c:15]([c:14]1[F:3])[F:4])[H:28])[S:25](=[O:1])(=[O:2])[c:20]2[c:13]([c:18]3[c:17]([c:16]([c:12]2[H:29])[Cl:5])[O:6][C:8]4=[C:7]3[C:22]([N:21]([C:24]([C:23]4([H:34])[H:35])([H:36])[H:37])[H:31])([H:32])[H:33])[H:30])[H:27]
135160154	16	12	50	S=c1cc(-c2cnccn2)ss1	[H:14][c:9]1[c:10]([n:3][c:12]([c:11]([n:2]1)[H:16])[C:8]2=[C:7]([C:6](=[S:1])[S:4][S:5]2)[H:13])[H:15]
252634821	39	27	50	N#CC(C#N)=C1C=CC=CN1/C(=C\c1ccco1)C(=O)c1ccc(Br)cc1	[H:38][c:23]1[c:21]([c:25]([c:22]([c:24]([c:26]1[C:8](=[O:3])/[C:20](=[C:19](\[H:35])/[C:16]2=[C:14]([C:11](=[C:10]([O:7]2)[H:28])[H:29])[H:32])/[N:27]3[C:17](=[C:15]([C:12](=[C:13]([C:18]3=[C:9]([C:5]#[N:1])[C:6]#[N:2])[H:31])[H:30])[H:33])[H:34])[H:39])[H:37])[Br:4])[H:36]
134981966	33	17	50	CCNc1nc(N=[N+]=[N-])nc(NC(C)(C)C)n1	[H:20][C:12]([H:21])([H:22])[C:16]([H:32])([H:33])[N:10]([H:18])[c:8]1[n:3][c:7]([n:4][c:9]([n:5]1)[N:11]([H:19])[C:17]([C:13]([H:23])([H:24])[H:25])([C:14]([H:26])([H:27])[H:28])[C:15]([H:29])([H:30])[H:31])[N:2]=[N+:6]=[N-:1]
135090364	44	21	50	COC(=O)[C@H](CSC1CCCCC1OC(C)=O)NC(C)=O	[H:32][C:14]1([C:15]([C:17]([C:19]([C:18]([C:16]1([H:36])[H:37])([H:40])[O:5][C:7](=[O:1])[C:12]([H:26])([H:27])[H:28])([H:41])[S:6][C:20]([H:42])([H:43])[C@@:21]([H:44])([C:9](=[O:3])[O:4][C:11]([H:23])([H:24])[H:25])[N:10]([H:22])[C:8](=[O:2])[C:13]([H:29])([H:30])[H:31])([H:38])[H:39])([H:34])[H:35])[H:33]
135246563	16	16	50	FC(F)(F)N(C(F)(F)F)C(F)(F)C(F)(F)Br	[C:16]([C:15]([F:7])([F:8])[Br:11])([N:12]([C:13]([F:1])([F:2])[F:3])[C:14]([F:4])([F:5])[F:6])([F:9])[F:10]
135047459	9	6	50	SC1=NCN=N1	[H:8][C:6]1([N:3]=[C:5]([N:1]=[N:2]1)[S:4][H:7])[H:9]
135041750	31	15	50	S=C(SN1CCOCC1)N1CCOCC1	[H:28][C:14]1([C:10]([O:3][C:11]([C:15]([N:7]1[C:5](=[S:1])[S:4][N:6]2[C:12]([C:8]([O:2][C:9]([C:13]2([H:26])[H:27])([H:18])[H:19])([H:16])[H:17])([H:24])[H:25])([H:30])[H:31])([H:22])[H:23])([H:20])[H:21])[H:29]
135035206	11	11	50	N#CC1(C#N)OC1(C#N)C#N	[C:5](#[N:1])[C:10]1([C:11]([O:9]1)([C:7]#[N:3])[C:8]#[N:4])[C:6]#[N:2]
117644029	25	15	50	Nc1sc2c(c1-c1nn[n-]n1)CCCC2	[H:20][C:13]1([C:10]2=[C:9]([C:12]([C:14]([C:15]1([H:24])[H:25])([H:22])[H:23])([H:18])[H:19])[S:5][C:8](=[C:7]2[C:6]3=[N:3][N-:4][N:1]=[N:2]3)[N:11]([H:16])[H:17])[H:21]
104040973	3	3	50	[N-]=C=S	[C:3](=[N-:1])=[S:2]
135099623	15	15	50	N#Cc1noc(-c2no[n+]([O-])c2C#N)n1	[C:5](#[N:2])[C:14]1=[N+:15]([O:10][N:8]=[C:13]1[C:12]2=[N:7][C:11](=[N:6][O:9]2)[C:4]#[N:1])[O-:3]
104095320	38	17	50	C[N+]1(CC#CCOC2=NOCC2)CCCCC1	[H:22][C:9]1([C:6](=[N:3][O:5][C:8]1([H:20])[H:21])[O:4][C:7]([H:18])([H:19])[C:1]#[C:2][C:14]([H:33])([H:34])[N+:17]2([C:15]([C:11]([C:10]([C:12]([C:16]2([H:37])[H:38])([H:28])[H:29])([H:24])[H:25])([H:26])[H:27])([H:35])[H:36])[C:13]([H:30])([H:31])[H:32])[H:23]
135259556	8	7	50	N#[N+]c1nnn[nH]1	[H:8][N:7]1[C:6](=[N:4][N:2]=[N:3]1)[N+:5]#[N:1]
135105999	39	17	50	C=CCCCCCC=CCC#CC#CC=CC	[H:18][C:5](=[C:9]([H:23])[C:13]([H:30])([H:31])[C:15]([H:34])([H:35])[C:17]([H:38])([H:39])[C:16]([H:36])([H:37])[C:14]([H:32])([H:33])[C:10](=[C:8]([H:22])[C:12]([H:28])([H:29])[C:4]#[C:2][C:1]#[C:3][C:6](=[C:7]([H:21])[C:11]([H:25])([H:26])[H:27])[H:20])[H:24])[H:19]
135100616	16	16	50	Fc1nc(F)c2c(F)nc(F)c(F)c2c1F	[c:16]12[c:15]([c:11]([n:7][c:9]([c:13]1[F:5])[F:1])[F:3])[c:12]([n:8][c:10]([c:14]2[F:6])[F:2])[F:4]
135022613	22	13	50	C1C2CC3CC1OP1(OOO1)(O2)O3	[H:14][C:7]1([C:10]2([C:8]([C:12]3([C:9]([C:11]1([O:5][P:13]4([O:4]2)([O:6]3)[O:2][O:1][O:3]4)[H:21])([H:18])[H:19])[H:22])([H:16])[H:17])[H:20])[H:15]
313633599	48	28	50	Cc1cc(Nc2cc(C(F)F)ccn2)nc(-c2ccc(C3(O)CCC3)nc2)c1	[H:33][c:14]1[c:13]([c:12]([n:5][c:8]([c:19]1[c:9]2[c:15]([c:20]([c:16]([c:10]([n:3]2)[N:22]([H:38])[c:11]3[c:18]([c:21]([c:17]([c:7]([n:4]3)[H:30])[H:36])[C:24]([H:42])([F:1])[F:2])[H:37])[H:35])[C:23]([H:39])([H:40])[H:41])[H:34])[H:31])[C:28]4([C:26]([C:25]([C:27]4([H:47])[H:48])([H:43])[H:44])([H:45])[H:46])[O:6][H:29])[H:32]
135238764	45	25	50	C[N+](C)=C1C=CC(=C2C=C(c3ccccc3)Oc3ccccc32)C=C1	[H:31][c:11]1[c:13]([c:17]([c:21]([c:18]([c:14]1[H:34])[H:38])[C:8]2=[C:6]([C:9](=[C:7]3[C:2](=[C:4]([C:10](=[N+:23]([C:24]([H:40])([H:41])[H:42])[C:25]([H:43])([H:44])[H:45])[C:5](=[C:3]3[H:27])[H:29])[H:28])[H:26])[c:22]4[c:19]([c:15]([c:12]([c:16]([c:20]4[O:1]2)[H:36])[H:32])[H:35])[H:39])[H:30])[H:37])[H:33]
160847701	22	9	50	CS(=O)CCC(N)CS	[H:13][C:5]([H:14])([H:15])[S:4](=[O:1])[C:7]([H:18])([H:19])[C:8]([H:20])([H:21])[C:9]([H:22])([C:6]([H:16])([H:17])[S:2][H:10])[N:3]([H:11])[H:12]
135238457	13	11	50	Oc1nc(O)c2nnoc2n1	[H:13][O:6][c:9]1[c:11]2[c:10]([n:4][c:8]([n:3]1)[O:5][H:12])[O:7][N:1]=[N:2]2
252648739	38	23	50	O=[N+]([O-])/C(C(Sc1ccccc1)=[N+]1CCCCC1)=C(/Cl)[C-](Cl)Cl	[H:24][c:10]1[c:11]([c:13]([c:15]([c:14]([c:12]1[H:26])[H:28])[S:6][C:7](=[N+:18]2[C:19]([C:21]([C:23]([C:22]([C:20]2([H:31])[H:32])([H:35])[H:36])([H:37])[H:38])([H:33])[H:34])([H:29])[H:30])/[C:9](=[C:8](/[C-:16]([Cl:4])[Cl:5])\[Cl:3])/[N+:17](=[O:1])[O-:2])[H:27])[H:25]
135138059	34	13	50	CCCSP(=S)(CC)SC(C)(C)C	[H:14][C:4]([H:15])([H:16])[C:10]([H:31])([H:32])[C:9]([H:29])([H:30])[S:2][P:13](=[S:1])([C:12]([H:33])([H:34])[C:8]([H:26])([H:27])[H:28])[S:3][C:11]([C:5]([H:17])([H:18])[H:19])([C:6]([H:20])([H:21])[H:22])[C:7]([H:23])([H:24])[H:25]
135106798	15	9	50	OC1=CC=C(O)C(=S)C1	[H:12][C:5]1=[C:7]([C:4](=[S:1])[C:9]([C:8](=[C:6]1[H:13])[O:3][H:11])([H:14])[H:15])[O:2][H:10]
252631029	46	24	50	CN1CCC2(CC1)C1CN(C)CCC1=C(C#N)C(=N)C2(C#N)C#N	[H:32][C:15]1([C:10]2=[C:9]([C:8](=[N:7][H:25])[C:16]([C:24]3([C:23]2([C:20]([N:12]([C:17]1([H:34])[H:35])[C:14]([H:29])([H:30])[H:31])([H:40])[H:41])[H:46])[C:21]([C:18]([N:11]([C:19]([C:22]3([H:44])[H:45])([H:38])[H:39])[C:13]([H:26])([H:27])[H:28])([H:36])[H:37])([H:42])[H:43])([C:5]#[N:2])[C:6]#[N:3])[C:4]#[N:1])[H:33]
103927616	26	17	50	CO[C@H]1C(=O)N2C3=C(COC3=O)CS(=O)(=O)C12	[H:26][C@@:16]1([C:8](=[O:2])[N:11]2[C:15]1([S:17](=[O:3])(=[O:4])[C:14]([C:10]3=[C:9]2[C:7](=[O:1])[O:5][C:13]3([H:21])[H:22])([H:23])[H:24])[H:25])[O:6][C:12]([H:18])([H:19])[H:20]
433935132	32	23	50	O=S1(=O)C=C(Sc2nnc(-c3cccnc3)o2)c2ccccc21	[H:28][c:15]1[c:16]([c:19]([c:22]2[c:21]([c:18]1[H:31])[C:10](=[C:11]([S:23]2(=[O:1])=[O:2])[H:24])[S:7][C:8]3=[N:3][N:4]=[C:9]([O:6]3)[c:20]4[c:17]([c:14]([c:12]([n:5][c:13]4[H:26])[H:25])[H:27])[H:30])[H:32])[H:29]
135310679	13	6	50	NC1CSSC1	[H:9][C:4]1([C:6]([C:5]([S:2][S:1]1)([H:11])[H:12])([H:13])[N:3]([H:7])[H:8])[H:10]
135228975	4	4	50	BrN(Br)Br	[N:4]([Br:1])([Br:2])[Br:3]
135205572	9	9	50	ClC(Cl)(Cl)P(Cl)(Cl)(Cl)Cl	[C:8]([P:9]([Cl:4])([Cl:5])([Cl:6])[Cl:7])([Cl:1])([Cl:2])[Cl:3]
135151686	37	22	50	CN(C)/N=C1\S/C(=N/OC(=O)N(C)SC(Cl)(Cl)Cl)C(C)(C)S1	[H:32][C:20]([H:33])([H:34])[C:22]1(/[C:13](=[N:6]\[O:7][C:11](=[O:1])[N:14]([C:17]([H:23])([H:24])[H:25])[S:9][C:16]([Cl:2])([Cl:3])[Cl:4])/[S:8]/[C:12](=[N:5]\[N:15]([C:18]([H:26])([H:27])[H:28])[C:19]([H:29])([H:30])[H:31])/[S:10]1)[C:21]([H:35])([H:36])[H:37]
135115807	5	3	50	N=C=N	[H:4][N:2]=[C:1]=[N:3][H:5]
135104291	39	15	50	CC(C)(C)C#CC(C)(C)C#CC(C)(C)C	[H:16][C:5]([H:17])([H:18])[C:13]([C:1]#[C:3][C:14]([C:7]([H:22])([H:23])[H:24])([C:8]([H:25])([H:26])[H:27])[C:9]([H:28])([H:29])[H:30])([C:2]#[C:4][C:15]([C:10]([H:31])([H:32])[H:33])([C:11]([H:34])([H:35])[H:36])[C:12]([H:37])([H:38])[H:39])[C:6]([H:19])([H:20])[H:21]
135101309	10	9	50	FP(F)NP(F)(F)(F)F	[H:10][N:7]([P:8]([F:1])[F:2])[P:9]([F:3])([F:4])([F:5])[F:6]
135074609	4	4	50	Cl[C-](Cl)Cl	[C-:4]([Cl:1])([Cl:2])[Cl:3]
135053280	18	18	50	ClC1=C(Cl)C(=C2C(Cl)=C(Cl)C(Cl)=C2Cl)C(Cl)=C1Cl	[C:17]1(=[C:18]2[C:15](=[C:11]([C:12](=[C:16]2[Cl:8])[Cl:4])[Cl:3])[Cl:7])[C:13](=[C:9]([C:10](=[C:14]1[Cl:6])[Cl:2])[Cl:1])[Cl:5]
135020045	6	6	50	BrP(Br)(Br)(Br)Br	[P:6]([Br:1])([Br:2])([Br:3])([Br:4])[Br:5]
135017029	4	4	50	ClN(Cl)Cl	[N:4]([Cl:1])([Cl:2])[Cl:3]
135012195	34	16	49	OC/C(=N\O)C12CC3CC(CC(I)(C3)C1)C2	[H:21][C:7]1([C:13]2([C:10]([C:16]3([C:11]([C:14]1([C:9]([C:15]([C:8]2([H:23])[H:24])([C:12]3([H:31])[H:32])[I:1])([H:25])[H:26])[H:34])([H:29])[H:30])/[C:5](=[N:2]/[O:3][H:17])/[C:6]([H:19])([H:20])[O:4][H:18])([H:27])[H:28])[H:33])[H:22]
163341231	48	27	50	CC(C)CS(=O)(=O)CC(NC(=O)c1cc2ccccc2s1)C(=O)NCC#N	[H:30][c:13]1[c:12]([c:14]([c:16]2[c:17]([c:15]1[H:32])[C:11](=[C:10]([S:7]2)[C:8](=[O:2])[N:19]([H:34])[C:23]([H:43])([C:9](=[O:3])[N:18]([H:33])[C:20]([H:35])([H:36])[C:6]#[N:1])[C:25]([H:45])([H:46])[S:27](=[O:4])(=[O:5])[C:26]([H:47])([H:48])[C:24]([H:44])([C:21]([H:37])([H:38])[H:39])[C:22]([H:40])([H:41])[H:42])[H:28])[H:31])[H:29]
104006668	8	7	50	N#[N+][CH-]C(F)(F)F	[H:8][C-:6]([C:7]([F:2])([F:3])[F:4])[N+:5]#[N:1]
46512429	31	16	50	N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H]1C[C@@H]2C[C@@H]2N1	[H:26][C@:11]1([C:7]([C@:15]2([C@:13]([C:9]2([H:22])[H:23])([N:5]1[C:4](=[O:2])[C@@:12]3([C:8]([C@:16]4([C@:14]([C:10]4([H:24])[H:25])([N:6]3[H:17])[H:29])[H:31])([H:20])[H:21])[H:27])[H:28])[H:30])([H:18])[H:19])[C:3]#[N:1]
252627168	20	14	50	Sc1nnc(Nc2ccccc2Cl)s1	[H:17][c:9]1[c:8]([c:10]([c:12]([c:13]([c:11]1[H:19])[N:14]([H:20])[C:7]2=[N:3][N:2]=[C:6]([S:5]2)[S:4][H:15])[Cl:1])[H:18])[H:16]
104135653	44	17	50	CC(C)=CCN/C(N)=N/CCCNCCCN	[H:18][C:3](=[C:2]([C:9]([H:25])([H:26])[H:27])[C:10]([H:28])([H:29])[H:30])[C:11]([H:31])([H:32])[N:6]([H:21])/[C:4](=[N:1]/[C:12]([H:33])([H:34])[C:16]([H:41])([H:42])[C:13]([H:35])([H:36])[N:8]([H:24])[C:15]([H:39])([H:40])[C:17]([H:43])([H:44])[C:14]([H:37])([H:38])[N:7]([H:22])[H:23])/[N:5]([H:19])[H:20]
135064618	30	30	50	O=C(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)S(=O)(=O)F)C(F)(F)F)C(F)(F)F	[C:22](=[O:1])([C:27]([C:23]([F:5])([F:6])[F:7])([O:20][C:25]([C:28]([C:24]([F:8])([F:9])[F:10])([O:21][C:26]([C:29]([F:17])([F:18])[S:30](=[O:2])(=[O:3])[F:19])([F:13])[F:14])[F:16])([F:11])[F:12])[F:15])[F:4]
135239655	20	14	50	O=C1OC2C=CC1C1C(=O)OC(=O)C21	[H:16][C:10]1=[C:9]([C:11]2([C:13]3([C:7](=[O:2])[O:4][C:8](=[O:3])[C:14]3([C:12]1([C:6](=[O:1])[O:5]2)[H:18])[H:20])[H:19])[H:17])[H:15]
135206886	23	14	50	Cn1c(NN)c(N=O)c(=O)n(C)c1=O	[H:21][C:14]([H:22])([H:23])[N:12]1[C:8](=[C:7]([C:5](=[O:2])[N:11]([C:6]1=[O:3])[C:13]([H:18])([H:19])[H:20])[N:4]=[O:1])[N:10]([H:17])[N:9]([H:15])[H:16]
135185475	23	15	50	c1nc2nc[nH]c(SC3=NCCN3)c-2n1	[H:16][C:6]1=[N:1][C:10]2=[C:11]([N:12]([C:8](=[N:3][C:7]2=[N:2]1)[H:17])[H:18])[S:5][C:9]3=[N:4][C:14]([C:15]([N:13]3[H:19])([H:22])[H:23])([H:20])[H:21]
135103415	35	23	50	FC(F)(F)n1n2n1C(C(F)(F)F)(C(F)(F)F)CC21CCCCC1	[H:24][C:16]1([C:17]([C:19]([C:23]2([C:20]([C:18]1([H:28])[H:29])([H:32])[H:33])[C:21]([C:22]([N:11]3[N:12]2[N:10]3[C:13]([F:1])([F:2])[F:3])([C:14]([F:4])([F:5])[F:6])[C:15]([F:7])([F:8])[F:9])([H:34])[H:35])([H:30])[H:31])([H:26])[H:27])[H:25]
135152128	47	26	50	NCC1C=CC=C2C1=NSN2CCSSCCN1SN=C2CC=CC=C21	[H:29][C:11]1=[C:15]([C:20]([C:7]2=[N:1][S:3][N:17]([C:13]2=[C:9]1[H:27])[C:24]([H:42])([H:43])[C:21]([H:37])([H:38])[S:5][S:6][C:22]([H:39])([H:40])[C:25]([H:44])([H:45])[N:18]3[C:14]4=[C:10]([C:12](=[C:16]([C:23]([C:8]4=[N:2][S:4]3)([H:41])[C:26]([H:46])([H:47])[N:19]([H:33])[H:34])[H:32])[H:30])[H:28])([H:35])[H:36])[H:31]
135227766	24	15	50	C1=c2ccccc2=c2ccccc2=NO1	[H:20][c:7]1[c:5]([c:9]([c:13]2=[C:3]([O:2][N:1]=[c:12]3[c:8]([c:4]([c:6]([c:10]([c:14]3=[c:15]2[c:11]1[H:24])[H:23])[H:19])[H:17])[H:21])[H:16])[H:22])[H:18]
135173909	31	14	50	CC(=O)SC(CC(=O)[O-])C[N+](C)(C)C	[H:15][C:7]([H:16])([H:17])[C:5](=[O:1])[S:4][C:9]([H:20])([C:8]([H:18])([H:19])[C:6](=[O:2])[O-:3])[C:13]([H:30])([H:31])[N+:14]([C:10]([H:21])([H:22])[H:23])([C:11]([H:24])([H:25])[H:26])[C:12]([H:27])([H:28])[H:29]
295370717	37	15	50	CC(=O)/C=C/C1=C(C)CCC(C)C1(C)C	[H:17]/[C:6](=[C:5](/[H:16])\[C:2](=[O:1])[C:7]([H:18])([H:19])[H:20])/[C:4]1=[C:3]([C:12]([C:13]([C:14]([C:15]1([C:10]([H:27])([H:28])[H:29])[C:11]([H:30])([H:31])[H:32])([H:37])[C:9]([H:24])([H:25])[H:26])([H:35])[H:36])([H:33])[H:34])[C:8]([H:21])([H:22])[H:23]
135339340	11	11	50	O=C(OC(Cl)(Cl)Cl)C(Cl)(Cl)Cl	[C:9](=[O:1])([C:11]([Cl:5])([Cl:6])[Cl:7])[O:8][C:10]([Cl:2])([Cl:3])[Cl:4]
135169088	11	11	50	O=S(=O)([O-])SSSS(=O)(=O)[O-]	[O-:5][S:10](=[O:1])(=[O:2])[S:8][S:7][S:9][S:11](=[O:3])(=[O:4])[O-:6]
135032448	12	12	49	O=C1C(=O)C(Br)=C(Br)C(Br)=C1Br	[C:11]1(=[C:9]([C:7](=[O:1])[C:8](=[O:2])[C:10](=[C:12]1[Br:6])[Br:4])[Br:3])[Br:5]
104137141	29	21	50	Cc1nnc2sc(Cc3[nH]nc4[nH]c(=S)[nH]c(=S)c34)nn12	[H:25][C:20]([H:26])([H:27])[C:12]1=[N:5][N:4]=[C:11]2[N:19]1[N:6]=[C:13]([S:7]2)[C:21]([H:28])([H:29])[C:15]3=[C:14]4[C:10](=[N:3][N:16]3[H:22])[N:18]([C:9](=[S:2])[N:17]([C:8]4=[S:1])[H:23])[H:24]
252826985	48	32	50	O=C(c1[nH]nc2c1CSc1sc(Br)cc1-2)N1CCN(c2ccc(OC(F)(F)F)cc2)CC1	[H:36][c:20]1[c:18]([c:22]([c:19]([c:21]([c:23]1[N:26]2[C:31]([C:29]([N:25]([C:30]([C:32]2([H:47])[H:48])([H:43])[H:44])[C:10](=[O:1])[C:16]3=[C:17]4[C:11](=[N:6][N:24]3[H:38])[C:15]5=[C:13]([S:8][C:12](=[C:14]5[H:33])[Br:5])[S:9][C:28]4([H:39])[H:40])([H:41])[H:42])([H:45])[H:46])[H:37])[H:35])[O:7][C:27]([F:2])([F:3])[F:4])[H:34]
135156457	42	19	50	CC(C)S(=O)(=O)OP(=O)(N1CCCC1)N1CCCC1	[H:34][C:13]1([C:14]([C:10]([N:5]([C:9]1([H:26])[H:27])[P:18](=[O:1])([N:6]2[C:11]([C:15]([C:16]([C:12]2([H:32])[H:33])([H:40])[H:41])([H:38])[H:39])([H:30])[H:31])[O:4][S:19](=[O:2])(=[O:3])[C:17]([H:42])([C:7]([H:20])([H:21])[H:22])[C:8]([H:23])([H:24])[H:25])([H:28])[H:29])([H:36])[H:37])[H:35]
135118267	37	23	50	COc1cc(/N=N/c2ccc(C)cc2[N+](=O)[O-])c(C)cc1[N+]#N	[H:26][c:10]1[c:8]([c:13]([c:17]([c:11]([c:18]1[C:22]([H:32])([H:33])[H:34])[H:27])[N+:20](=[O:2])[O-:3])/[N:4]=[N:5]/[c:14]2[c:9]([c:16]([c:15]([c:12]([c:19]2[C:23]([H:35])([H:36])[H:37])[H:28])[N+:6]#[N:1])[O:7][C:21]([H:29])([H:30])[H:31])[H:25])[H:24]
252663909	48	31	50	N#C[C-](C#N)C1=NC(O)(c2ccccc2)C([n+]2ccccc2)C(c2cccs2)C1C#N	[H:36][c:15]1[c:16]([c:19]([c:23]([c:20]([c:17]1[H:38])[H:41])[C:29]2([C:31]([C:30]([C:28]([C:10](=[N:7]2)[C-:26]([C:4]#[N:1])[C:5]#[N:2])([H:46])[C:6]#[N:3])([H:47])[C:14]3=[C:13]([C:12](=[C:11]([S:9]3)[H:33])[H:34])[H:35])([H:48])[n+:27]4[c:24]([c:21]([c:18]([c:22]([c:25]4[H:45])[H:43])[H:39])[H:42])[H:44])[O:8][H:32])[H:40])[H:37]
313072496	35	22	50	Cc1cccc(C#Cc2ncn3c2COc2ccccc2-3)n1	[H:28][c:15]1[c:14]([c:16]([c:18]2[c:19]([c:17]1[H:30])[N:20]3[C:6](=[N:3][C:7](=[C:8]3[C:21]([O:5]2)([H:31])[H:32])[C:1]#[C:2][c:9]4[c:11]([c:13]([c:12]([c:10]([n:4]4)[C:22]([H:33])([H:34])[H:35])[H:25])[H:26])[H:24])[H:23])[H:29])[H:27]
135102860	15	7	50	C#CC1(C=C)CC1	[H:8][C:1]#[C:2][C:7]1([C:5]([C:6]1([H:14])[H:15])([H:12])[H:13])[C:4](=[C:3]([H:9])[H:10])[H:11]
135098930	18	8	50	C1#CCCCC/C=C\1	[H:9]/[C:3]/1=[C:4](/[C:6]([C:8]([C:7]([C:5]([C:2]#[C:1]1)([H:11])[H:12])([H:15])[H:16])([H:17])[H:18])([H:13])[H:14])\[H:10]
135064733	44	26	50	CC1=C(C)C2(C3=CC(=O)C=CC3=Nc3ccc([O-])cc32)C(C)=C(C)C1=O	[H:31][c:17]1[c:16]([c:19]([c:18]([c:21]2[c:20]1[N:4]=[C:7]3[C:9](=[C:8]([C:5](=[O:1])[C:10](=[C:13]3[C:26]24[C:14](=[C:11]([C:6](=[O:2])[C:12](=[C:15]4[C:25]([H:42])([H:43])[H:44])[C:23]([H:36])([H:37])[H:38])[C:22]([H:33])([H:34])[H:35])[C:24]([H:39])([H:40])[H:41])[H:29])[H:27])[H:28])[H:32])[O-:3])[H:30]
135023079	23	14	50	O=S1(=O)C2CN3CN1CN(C2)S3(=O)=O	[H:19][C:10]1([C:12]2([C:11]([N:6]3[C:9]([N:7]([S:14]2(=[O:3])=[O:4])[C:8]([N:5]1[S:13]3(=[O:1])=[O:2])([H:15])[H:16])([H:17])[H:18])([H:21])[H:22])[H:23])[H:20]
378171193	34	21	50	C=Cc1cc(-c2nc3ccc(F)cc3n2C2CC2)cnn1	[H:27][c:11]1[c:10]([c:14]([c:13]([c:17]2[c:15]1[N:2]=[C:5]([N:18]2[C:21]3([C:19]([C:20]3([H:32])[H:33])([H:30])[H:31])[H:34])[c:16]4[c:12]([c:9]([n:4][n:3][c:8]4[H:25])[C:7](=[C:6]([H:22])[H:23])[H:24])[H:28])[H:29])[F:1])[H:26]
318151239	25	18	50	C#COc1ccc2nc3ccc(=O)cc-3oc2c1	[H:19][C:2]#[C:3][O:5][c:17]1[c:14]([c:13]([c:16]2[c:18]([c:15]1[H:25])[O:6][C:12]3=[C:11]([C:7](=[O:1])[C:9](=[C:10]([C:8]3=[N:4]2)[H:21])[H:20])[H:22])[H:23])[H:24]
252662250	28	12	50	CC1=[N+]([O-])C(C)(C)N(O)C1(C)C	[H:14][C:6]([H:15])([H:16])[C:3]1=[N+:5]([C:12]([N:4]([C:11]1([C:7]([H:17])([H:18])[H:19])[C:8]([H:20])([H:21])[H:22])[O:2][H:13])([C:9]([H:23])([H:24])[H:25])[C:10]([H:26])([H:27])[H:28])[O-:1]
135275423	27	17	50	N/C(=N\O)c1cc2c(ccc3ccccc32)o1	[H:20][c:7]1[c:9]([c:13]([c:16]2[c:15]([c:11]1[H:23])[c:12]([c:8]([c:10]3[c:14]2[C:5](=[C:4]([O:3]3)/[C:6](=[N:1]/[O:2][H:18])/[N:17]([H:26])[H:27])[H:19])[H:21])[H:24])[H:25])[H:22]
376071128	41	22	50	CN(C)Cc1cc(OC/C=C\C/N=c2/c(O)c(O)c2=N)cs1	[H:27][C:9]1=[C:13]([S:6][C:8](=[C:10]1[O:5][C:19]([H:32])([H:33])/[C:15](=[C:14](/[H:28])\[C:18]([H:30])([H:31])/[N:2]=[C:16]\2/[C:12](=[C:11]([C:7]2=[N:1][H:23])[O:3][H:24])[O:4][H:25])/[H:29])[H:26])[C:22]([H:40])([H:41])[N:17]([C:20]([H:34])([H:35])[H:36])[C:21]([H:37])([H:38])[H:39]
